rank,es_word,es_sentence,fr_word,fr_sentence
2713,coincidencia,"una feliz coincidencia hizo que nos encontráramos",coïncidence,"une heureuse coïncidence a fait que nous nous sommes rencontrés"
2714,estímulo,"un estímulo muy grande en nuestra sociedad es el dinero",stimulus,"un stimulus très fort dans notre société est l'argent"
2715,acoger,"dispuesto, ansioso por acoger a lo bienvenido",accueillir,"prêt, désireux d'accueillir ce qui est bienvenu"
2716,ﬁlosóﬁco,"se unió a un grupo filosófico, esotérico, que cultivaba el desarrollo",philosophique,"il a rejoint un groupe philosophique, ésotérique, qui cultivait le développement"
2717,sembrar,"este caso puede sembrar un precedente jurídico",semer,"ce cas peut semer un précédent juridique"
2718,acentuar,"tomar un modelo real y acentuar sus rasgos",accentuer,"prendre un modèle réel et accentuer ses traits"
2719,anteriormente,"pidió perdón por la actitud que había tenido anteriormente",auparavant,"il a demandé pardon pour l'attitude qu'il avait eue auparavant"
2720,marino,"los arrecifes de coral, las playas y el hábitat marino",marin,"les récifs coralliens, les plages et l'habitat marin"
2721,barra,"reforzado por el borde superior con una barra metálica",barre,"renforcé sur le bord supérieur avec une barre métallique"
2722,entretener,"trajo juguetes para entretener al nuevo amiguito",divertir,"il a apporté des jouets pour divertir le nouveau petit ami"
2723,desviar,"nada nos hará desviar del camino",dévier,"rien ne nous fera dévier du chemin"
2724,retroceder,"quería retroceder a otra época, donde estaba la juventud",reculer,"il voulait revenir à une époque où il y avait la jeunesse"
2725,culto,"es un hombre culto que ama los libros",cultivé,"c'est un homme cultivé qui aime les livres"
2726,novia,"Sí, ésa; ya es mi novia; por fin me he declarado a ella",copine,"Oui, celle-là ; c'est déjà ma copine ; je lui ai finalement déclaré ma flamme"
2727,piano,"composición de conciertos para piano y orquesta, cuartetos, canciones",piano,"composition de concerts pour piano et orchestre, quatuors, chansons"
2728,pretensión,"tenía pretensión de que era capaz de todo",prétention,"il prétendait qu'il était capable de tout"
2729,habla,"Borges estudió muy profundamente el habla de Buenos Aires",parole,"Borges a étudié très profondément la parole de Buenos Aires"
2730,novio,"su hija tiene novio y se va a casar muy pronto",petit ami,"sa fille a un petit ami et va se marier très bientôt"
2731,sonreír,"ella sonrió complaciente, seductora",sourire,"elle sourit complaisante, séductrice"
2732,espectador,"era un espectador escondido, un testigo sin nombre",spectateur,"il était un spectateur caché, un témoin sans nom"
2733,relatar,"puedes relatar historias graciosamente",relater,"tu peux raconter des histoires de manière amusante"
2734,pensado,"tengo pensado otro sistema nuevo que voy a ensayar mañana",pensé,"j'ai pensé à un autre nouveau système que je vais essayer demain"
2735,bota,"de ver sus pies, calzados con pesadas botas militares",botte,"en voyant ses pieds, chaussés de lourdes bottes militaires"
2736,oh,"¡Oh! sí, soy tuya",oh,"Oh ! Oui, je suis à toi"
2737,pretexto,"lo cual era sólo un pretexto para salir otra vez al mar",prétexte,"ce n'était qu'un prétexte pour retourner à la mer"
2738,horrible,"fallecidos recientemente en un horrible y lamentable accidente",horrible,"décédés récemment dans un accident horrible et lamentable"
2739,ﬁebre,"una fiebre me hizo arder la cabeza",fièvre,"une fièvre m'a fait brûler la tête"
2740,difundir,"el bienestar comenzó a difundirse por todos los rincones",diffuser,"le bien-être a commencé à se répandre partout"
2741,lucir,"lucía un viejo y arruinado traje",arborer,"il portait un vieux costume ruiné"
2742,síntesis,"hago una síntesis de la suma de muchas ideas",synthèse,"je fais une synthèse de la somme de nombreuses idées"
2743,este,"es igual en el este como en el oeste",est,"c'est pareil à l'est comme à l'ouest"
2744,nervio,"los impulsos se transmiten de un nervio a otro",nerf,"les impulsions se transmettent d'un nerf à l'autre"
2745,cientíﬁco,"los científicos acometerán importantes investigaciones sobre biología",scientifique,"les scientifiques entreprendront d'importantes recherches en biologie"
2746,peculiar,"no lograba entender el peculiar humor de Julio",particulier,"il ne pouvait pas comprendre l'humour particulier de Julio"
2747,ejemplar,"la fuga es también caso ejemplar de «transfinitud» en música",exemplaire,"la fuite est aussi un cas exemplaire de «transfinitude» en musique"
2748,grano,"se almacenaba el grano de trigo que a diario consumía Madrid",grain,"le grain de blé était stocké et consommé quotidiennement à Madrid"
2749,recientemente,"como si se conocieran recientemente",récemment,"comme s'ils se connaissaient récemment"
2750,reservar,"el destino me reservaba sus mejores reveses para esas fechas",réserver,"le destin me réservait ses pires revers pour ces dates"
2751,asistencia,"habría reunión familiar y mi asistencia era importante",assistance,"il y aurait une réunion de famille et ma présence était importante"
2752,sacriﬁcar,"en el estudio tú a veces tienes que sacrificarte sábados y domingos",sacrifier,"dans l'étude, parfois tu dois te sacrifier les samedis et dimanches"
2753,puramente,"de fines puramente superficiales",purement,"de fins purement superficielles"
2754,sonrisa,"sus dientes blancos y su sonrisa fresca y luminosa",sourire,"ses dents blanches et son sourire frais et lumineux"
2755,exagerar,"una tendencia natural a exagerar el dramatismo de los sucesos",exagérer,"une tendance naturelle à exagérer le drame des événements"
2756,león,"de animales carnívoros, tales como leones y hienas",lion,"d'animaux carnivores, tels que les lions et les hyènes"
2757,bárbaro,"¡qué bárbaro! exclamaron a una sola voz",barbare,"quelle barbarie ! ils s'exclamèrent d'une seule voix"
2758,aceptación,"uno se contenta con la simple aceptación del destino",acceptation,"on se contente de l'acceptation simple du destin"
2759,labio,"el labio estaba perforado de tanto morderse",lèvre,"la lèvre était perforée à force de se mordre"
2760,visitante,"era como si la casa se hubiera llenado de visitantes",visiteur,"c'était comme si la maison s'était remplie de visiteurs"
2761,autónomo,"y luego el niño ya autónomo, ya libre, parado sobre sus dos pies",autonome,"et puis l'enfant déjà autonome, déjà libre, debout sur ses deux pieds"
2762,sonoro,"dijeron en voz alta y sonora que produjo una resonancia de muchos",sonore,"ils ont dit à voix haute et sonore, produisant une résonance de plusieurs"
2763,traslado,"para hacer el traslado de un sitio a otro",transfert,"pour faire le transfert d'un endroit à un autre"
2764,residir,"la soberanía nacional reside en el pueblo español",résider,"la souveraineté nationale réside dans le peuple espagnol"
2765,tentación,"no resistí la tentación de tentarle con una tequila",tentation,"je n'ai pas résisté à la tentation de lui proposer une tequila"
2766,porvenir,"la incertidumbre de un porvenir que no se puede predecir",avenir,"l'incertitude d'un avenir qui ne peut pas être prédit"
2767,promover,"pudieron promover una mayor asistencia de público",promouvoir,"ils ont pu promouvoir une plus grande assistance du public"
2768,atracción,"la atracción mutua los llevó a darse el primer beso",attraction,"l'attraction mutuelle les a conduits à s'embrasser pour la première fois"
2769,jurídico,"para instituir un cuerpo legislativo y jurídico más formal",juridique,"pour instituer un corps législatif et juridique plus formel"
2770,reparar,"trabajar el doble para reparar los daños",réparer,"travailler deux fois plus pour réparer les dégâts"
2785,ciertamente,"y si había otra persona, ciertamente no era López",certainement,"et s'il y avait une autre personne, c'était certainement pas López"
2786,dormido,"arrulló al niño dormido en la cama pequeña",endormi,"il berça l'enfant endormi dans le petit lit"
2787,amo,"esta pasión desigual entre el amo y el esclavo",maître,"cette passion inégale entre le maître et l'esclave"
2771,ilustre,"Platón, siguiendo a su ilustre maestro Sócrates",illustre,"Platon, suivant son illustre maître Socrate"
2788,reﬂexionar,"he podido reﬂexionar sobre el concepto moral",réfléchir,"j'ai pu réfléchir sur le concept moral"
2772,corona,"colocaba la corona de laurel a los emperadores romanos",couronne,"il plaçait la couronne de laurier sur les empereurs romains"
2773,administrar,"sus hijos sabían administrar el negocio",administrer,"ses enfants savaient administrer l'entreprise"
2774,docena,"la docena de huevos que se come en el almuerzo",douzaine,"la douzaine d'œufs qu'il mangeait au déjeuner"
2775,ahorrar,"todos viajan en avión, para ahorrar horas",économiser,"tout le monde voyage en avion pour économiser du temps"
2776,perfección,"advertimos la perfección técnica de la pintora",perfection,"nous avons remarqué la perfection technique de la peintre"
2777,humedad,"sus altas temperaturas, su incómoda humedad y sus escasas lluvias",humidité,"ses températures élevées, son humidité inconfortable et ses pluies rares"
2778,cosecha,"había hecho en el jardín una abundante cosecha de ﬂores",récolte,"il avait fait dans le jardin une récolte abondante de fleurs"
2779,enterrar,"lo enterró profundamente bajo las raíces de un lapacho",enterrer,"il l'enterra profondément sous les racines d'un lapacho"
2780,desesperación,"era una desesperación no poder darles la solución justa",désespoir,"c'était un désespoir de ne pas pouvoir leur donner la solution juste"
2781,curva,"lo hacen siguiendo una trayectoria curva y no en línea recta",courbe,"ils le font en suivant une trajectoire courbe et non en ligne droite"
2782,contraer,"los padres les impedían contraer matrimonio",contracter,"les parents leur interdisaient de contracter mariage"
2789,humo,"inhala el humo del cigarrillo que ya le quema los dedos",fumée,"il inhale la fumée de la cigarette qui lui brûle déjà les doigts"
2790,realización,"Los sueños son la realización de deseos insatisfechos",réalisation,"Les rêves sont la réalisation de désirs insatisfaits"
2791,cuartel,"me trasladé al cuartel de policía",quartier,"je me suis transféré au quartier de police"
2792,tránsito,"no había tránsito de vehículos en ningún sentido",circulation,"il n'y avait pas de circulation de véhicules dans aucun sens"
2793,dieciséis,"tenía entonces dieciséis años y ninguna experiencia del mundo",seize,"il avait alors seize ans et aucune expérience du monde"
2794,énfasis,"han querido poner énfasis en sólo uno de los aspectos del narcotráfico",accentuation,"ils ont voulu mettre l'accent sur un seul aspect du trafic de drogue"
2795,tímido,"soy muy tímido y no me atrevo a abordarla por la calle",timide,"je suis très timide et je n'ose pas l'aborder dans la rue"
2796,empresario,"la confianza del empresario en cubrir parcelas de mercado a corto plazo",entrepreneur,"la confiance de l'entrepreneur en couvrant des parts de marché à court terme"
2797,tuyo,"es tuyo, te lo cedo",tien,"c'est à toi, je te le cède"
2798,saco,"¿hay algo que pese más que un saco de papas?",sac,"y a-t-il quelque chose qui pèse plus qu'un sac de pommes de terre ?"
2799,vasto,"vi un vasto silencio caer sobre la tierra",vaste,"j'ai vu un vaste silence tomber sur la terre"
2783,blando,"era un lecho nada de blando y nada de cómodo",mou,"c'était un lit pas du tout mou et pas du tout confortable"
2784,estable,"pueden edificar una relación estable, basada en el amor",stable,"ils peuvent construire une relation stable, basée sur l'amour"
2800,cruz,"llevó la cruz del Dios hecho Hombre",croix,"il a porté la croix du Dieu fait Homme"
